Product ID,Category,Price,Final_Price
TEC-AC-10003610,Technology,179.97,212.3646
TEC-AC-10001383,Technology,49.98,58.97639999999999
TEC-PH-10000004,Technology,11.992,14.15056
TEC-CO-10002095,Technology,1199.976,1415.97168
TEC-AC-10001267,Technology,119.8,141.36399999999998
TEC-PH-10003931,Technology,107.982,127.41875999999999
TEC-AC-10003174,Technology,646.74,763.1532
TEC-PH-10004614,Technology,207.0,244.26
TEC-AC-10002167,Technology,24.0,28.32
TEC-AC-10000057,Technology,47.984,56.62112
TEC-PH-10001530,Technology,1363.96,1609.4728
TEC-PH-10001580,Technology,215.968,254.84223999999998
TEC-PH-10001795,Technology,1983.968,2341.08224
TEC-AC-10004901,Technology,149.97,176.9646
TEC-AC-10001101,Technology,25.78,30.4204
TEC-AC-10001838,Technology,1399.93,1651.9174
TEC-AC-10002402,Technology,239.97,283.1646
TEC-AC-10003441,Technology,67.8,80.00399999999999
TEC-AC-10000109,Technology,167.97,198.2046
TEC-PH-10001557,Technology,191.98,226.5364
TEC-PH-10002085,Technology,65.99,77.86819999999999
TEC-MA-10004002,Technology,265.475,313.26050000000004
TEC-PH-10002365,Technology,21.072,24.864959999999996
TEC-PH-10001552,Technology,83.72,98.7896
TEC-AC-10000710,Technology,115.36,136.1248
TEC-AC-10001714,Technology,191.472,225.93696
TEC-PH-10002923,Technology,59.184,69.83712
TEC-PH-10002496,Technology,280.782,331.32275999999996
TEC-AC-10003628,Technology,29.99,35.3882
TEC-AC-10002049,Technology,371.97,438.9246
TEC-AC-10000927,Technology,149.95,176.94099999999997
TEC-PH-10002660,Technology,543.92,641.8255999999999
TEC-PH-10004536,Technology,323.976,382.29168
TEC-PH-10004774,Technology,90.93,107.2974
TEC-PH-10001494,Technology,1199.8,1415.764
TEC-AC-10004666,Technology,1928.78,2275.9604
TEC-AC-10001772,Technology,143.73,169.60139999999998
TEC-AC-10002473,Technology,85.14,100.4652
TEC-PH-10004531,Technology,21.99,25.948199999999996
TEC-AC-10004353,Technology,252.0,297.35999999999996
TEC-AC-10003911,Technology,159.99,188.7882
TEC-PH-10002923,Technology,29.592,34.91856
TEC-PH-10004614,Technology,124.2,146.55599999999998
TEC-PH-10003555,Technology,160.93,189.8974
TEC-MA-10000822,Technology,3059.982,3610.7787599999997
TEC-PH-10000560,Technology,559.984,660.78112
TEC-MA-10003066,Technology,336.51,397.0818
TEC-PH-10001530,Technology,617.97,729.2046
TEC-AC-10003033,Technology,2309.65,2725.387
TEC-PH-10003931,Technology,95.984,113.26111999999999
TEC-AC-10003198,Technology,99.6,117.52799999999999
TEC-PH-10004188,Technology,124.95,147.441
TEC-MA-10004212,Technology,1379.92,1628.3056
TEC-PH-10000148,Technology,15.588,18.393839999999997
TEC-PH-10003885,Technology,197.97,233.60459999999998
TEC-AC-10004761,Technology,31.86,37.5948
TEC-PH-10001530,Technology,1363.96,1609.4728
TEC-PH-10000486,Technology,1113.504,1313.9347199999997
TEC-AC-10001606,Technology,99.99,117.98819999999999
TEC-PH-10002115,Technology,118.782,140.16276
TEC-AC-10003447,Technology,31.984,37.74112
TEC-MA-10003979,Technology,4899.93,5781.9174
TEC-PH-10004896,Technology,71.976,84.93168
TEC-PH-10001819,Technology,71.984,84.94111999999998
TEC-PH-10000576,Technology,219.184,258.63712
TEC-AC-10001013,Technology,29.29,34.5622
TEC-PH-10003589,Technology,71.96,84.91279999999999
TEC-AC-10003610,Technology,119.98,141.5764
TEC-AC-10002049,Technology,619.95,731.541
TEC-PH-10001061,Technology,699.93,825.9173999999999
TEC-MA-10004241,Technology,686.32,809.8576
TEC-PH-10000307,Technology,10.95,12.920999999999998
TEC-CO-10004202,Technology,599.98,707.9764
TEC-PH-10004700,Technology,9.99,11.7882
TEC-AC-10001552,Technology,447.93,528.5574
TEC-PH-10003931,Technology,179.97,212.3646
TEC-AC-10003174,Technology,258.696,305.26128
TEC-PH-10004539,Technology,1322.93,1561.0574
TEC-PH-10003655,Technology,7.92,9.3456
TEC-PH-10004447,Technology,889.536,1049.65248
TEC-AC-10001990,Technology,431.928,509.67503999999997
TEC-PH-10002660,Technology,271.96,320.91279999999995
TEC-AC-10004469,Technology,95.88,113.13839999999999
TEC-AC-10003174,Technology,258.696,305.26128
TEC-PH-10002200,Technology,1931.958,2279.71044
TEC-PH-10000439,Technology,255.936,302.00448
TEC-AC-10001432,Technology,78.15,92.217
TEC-CO-10001046,Technology,839.988,991.18584
TEC-PH-10003442,Technology,22.0,25.959999999999997
TEC-PH-10004165,Technology,1099.96,1297.9528
TEC-PH-10000149,Technology,35.91,42.373799999999996
TEC-AC-10004469,Technology,255.68,301.7024
TEC-PH-10004586,Technology,863.88,1019.3783999999999
TEC-PH-10000215,Technology,69.9,82.482
TEC-AC-10000580,Technology,63.992,75.51056
TEC-AC-10004209,Technology,32.97,38.904599999999995
TEC-AC-10000023,Technology,83.88,98.9784
TEC-PH-10003505,Technology,278.4,328.51199999999994
TEC-PH-10003555,Technology,114.95,135.641
TEC-PH-10001557,Technology,287.97,339.8046
TEC-PH-10003437,Technology,419.944,495.53391999999997
TEC-AC-10003116,Technology,14.2,16.755999999999997
TEC-PH-10004586,Technology,575.92,679.5855999999999
TEC-PH-10000347,Technology,2.97,3.5046
TEC-PH-10002549,Technology,677.58,799.5444
TEC-MA-10002178,Technology,695.7,820.926
TEC-PH-10003092,Technology,183.96,217.0728
TEC-PH-10001336,Technology,309.576,365.29968
TEC-MA-10003183,Technology,95.994,113.27292
TEC-AC-10001314,Technology,239.952,283.14336
TEC-PH-10002563,Technology,201.584,237.86911999999998
TEC-AC-10004510,Technology,49.08,57.91439999999999
TEC-PH-10002310,Technology,399.96,471.95279999999997
TEC-PH-10000215,Technology,104.85,123.72299999999998
TEC-PH-10003645,Technology,484.83,572.0994
TEC-AC-10002323,Technology,88.4,104.312
TEC-PH-10003988,Technology,21.8,25.724
TEC-AC-10004659,Technology,116.784,137.80512
TEC-AC-10000580,Technology,239.97,283.1646
TEC-PH-10002922,Technology,946.344,1116.68592
TEC-AC-10004353,Technology,151.2,178.41599999999997
TEC-PH-10001750,Technology,263.96,311.47279999999995
TEC-PH-10003092,Technology,220.752,260.48736
TEC-AC-10004975,Technology,263.88,311.3784
TEC-PH-10004165,Technology,1979.928,2336.31504
TEC-PH-10002564,Technology,47.984,56.62112
TEC-PH-10004348,Technology,88.752,104.72735999999999
TEC-MA-10000010,Technology,3040.0,3587.2
TEC-AC-10004571,Technology,159.984,188.78112
TEC-AC-10001767,Technology,95.976,113.25168
TEC-AC-10002402,Technology,255.968,302.04224
TEC-PH-10000376,Technology,31.968,37.72224
TEC-AC-10000865,Technology,177.0,208.85999999999999
TEC-PH-10003580,Technology,1212.848,1431.1606399999998
TEC-AC-10001109,Technology,89.97,106.1646
TEC-PH-10001300,Technology,33.52,39.5536
TEC-MA-10004458,Technology,396.0,467.28
TEC-PH-10000439,Technology,39.99,47.1882
TEC-CO-10001046,Technology,559.992,660.7905599999999
TEC-AC-10000171,Technology,91.96,108.51279999999998
TEC-PH-10004539,Technology,453.576,535.21968
TEC-AC-10003038,Technology,21.48,25.3464
TEC-AC-10003280,Technology,29.99,35.3882
TEC-PH-10000169,Technology,40.68,48.002399999999994
TEC-PH-10003012,Technology,307.98,363.4164
TEC-PH-10000984,Technology,979.95,1156.341
TEC-AC-10002600,Technology,247.8,292.404
TEC-PH-10004830,Technology,201.568,237.85024
TEC-PH-10004700,Technology,39.96,47.1528
TEC-PH-10000441,Technology,201.584,237.86911999999998
TEC-PH-10002726,Technology,83.984,99.10112
TEC-AC-10004855,Technology,83.976,99.09168
TEC-AC-10003063,Technology,50.0,59.0
TEC-PH-10002922,Technology,675.96,797.6328
TEC-AC-10002049,Technology,1265.85,1493.7029999999997
TEC-AC-10001465,Technology,58.112,68.57216
TEC-PH-10000038,Technology,438.336,517.23648
TEC-CO-10001766,Technology,3149.93,3716.9174
TEC-AC-10002323,Technology,35.36,41.724799999999995
TEC-PH-10003357,Technology,45.894,54.15492
TEC-AC-10003832,Technology,132.52,156.3736
TEC-PH-10004922,Technology,160.776,189.71568
TEC-PH-10002549,Technology,677.58,799.5444
TEC-AC-10002049,Technology,297.576,351.13968
TEC-AC-10003023,Technology,94.992,112.09056
TEC-PH-10002185,Technology,16.68,19.682399999999998
TEC-AC-10001013,Technology,58.58,69.1244
TEC-PH-10002726,Technology,167.968,198.20224
TEC-PH-10003589,Technology,32.382,38.21075999999999
TEC-MA-10004679,Technology,399.54,471.4572
TEC-AC-10003133,Technology,13.616,16.066879999999998
TEC-AC-10002006,Technology,63.96,75.47279999999999
TEC-PH-10002726,Technology,104.98,123.8764
TEC-PH-10003505,Technology,148.48,175.20639999999997
TEC-PH-10001061,Technology,159.984,188.78112
TEC-AC-10000736,Technology,255.968,302.04224
TEC-AC-10003063,Technology,100.0,118.0
TEC-PH-10003442,Technology,22.0,25.959999999999997
TEC-AC-10003038,Technology,17.9,21.121999999999996
TEC-AC-10003590,Technology,129.45,152.75099999999998
TEC-AC-10001142,Technology,442.4,522.0319999999999
TEC-PH-10001817,Technology,1718.4,2027.712
TEC-AC-10001013,Technology,46.864,55.299519999999994
TEC-AC-10001266,Technology,62.4,73.63199999999999
TEC-AC-10003447,Technology,59.97,70.7646
TEC-AC-10004510,Technology,98.16,115.82879999999999
TEC-PH-10001615,Technology,86.97,102.62459999999999
TEC-PH-10001819,Technology,134.97,159.2646
TEC-PH-10000560,Technology,699.98,825.9764
TEC-AC-10004568,Technology,139.95,165.141
TEC-PH-10000455,Technology,347.97,410.6046
TEC-AC-10002926,Technology,79.984,94.38112
TEC-PH-10002200,Technology,2575.944,3039.61392
TEC-AC-10001465,Technology,254.24,300.0032
TEC-PH-10004897,Technology,69.93,82.51740000000001
TEC-PH-10002624,Technology,1127.976,1331.01168
TEC-PH-10002885,Technology,779.796,920.15928
TEC-PH-10000895,Technology,1439.92,1699.1056
TEC-MA-10000488,Technology,1439.982,1699.1787599999998
TEC-AC-10003027,Technology,90.57,106.87259999999999
TEC-AC-10002253,Technology,831.2,980.816
TEC-PH-10004959,Technology,100.49,118.57819999999998
TEC-PH-10004896,Technology,119.96,141.5528
TEC-PH-10002824,Technology,370.782,437.52275999999995
TEC-PH-10000984,Technology,470.376,555.04368
TEC-PH-10002563,Technology,302.376,356.80367999999993
TEC-PH-10004924,Technology,14.78,17.440399999999997
TEC-AC-10003116,Technology,28.4,33.51199999999999
TEC-AC-10003832,Technology,99.39,117.2802
TEC-MA-10003674,Technology,597.132,704.6157599999999
TEC-AC-10003628,Technology,149.95,176.94099999999997
TEC-PH-10001809,Technology,299.9,353.88199999999995
TEC-PH-10004345,Technology,863.64,1019.0952
TEC-AC-10001908,Technology,199.98,235.97639999999998
TEC-PH-10001198,Technology,177.48,209.42639999999997
TEC-PH-10004165,Technology,659.976,778.77168
TEC-PH-10002483,Technology,271.992,320.95056
TEC-AC-10001284,Technology,166.16,196.06879999999998
TEC-AC-10001109,Technology,95.968,113.24224
TEC-PH-10003885,Technology,197.97,233.60459999999998
TEC-AC-10002842,Technology,238.0,280.84
TEC-AC-10000109,Technology,167.97,198.2046
TEC-AC-10003023,Technology,296.85,350.283
TEC-AC-10002217,Technology,112.8,133.10399999999998
TEC-PH-10002103,Technology,281.97,332.7246
TEC-AC-10004659,Technology,291.96,344.51279999999997
TEC-AC-10004659,Technology,408.744,482.31792
TEC-AC-10002718,Technology,35.016,41.31887999999999
TEC-PH-10002352,Technology,1394.95,1646.041
TEC-PH-10003811,Technology,479.96,566.3528
TEC-CO-10001449,Technology,1439.976,1699.1716800000002
TEC-PH-10003645,Technology,161.61,190.6998
TEC-PH-10001615,Technology,144.95,171.04099999999997
TEC-AC-10001767,Technology,199.95,235.94099999999997
TEC-AC-10000290,Technology,47.53,56.0854
TEC-AC-10001606,Technology,159.984,188.78112
TEC-PH-10001760,Technology,597.0,704.4599999999999
TEC-AC-10001114,Technology,199.95,235.94099999999997
TEC-AC-10000844,Technology,84.99,100.28819999999999
TEC-AC-10004568,Technology,251.91,297.25379999999996
TEC-AC-10002800,Technology,199.96,235.9528
TEC-AC-10003289,Technology,59.97,70.7646
TEC-PH-10002468,Technology,761.544,898.6219199999999
TEC-PH-10002170,Technology,111.984,132.14112
TEC-AC-10002926,Technology,279.944,330.33392
TEC-AC-10001266,Technology,26.0,30.68
TEC-PH-10001578,Technology,1295.84,1529.0911999999998
TEC-PH-10000923,Technology,62.958,74.29043999999999
TEC-AC-10000158,Technology,86.376,101.92368
TEC-PH-10002807,Technology,94.92,112.0056
TEC-PH-10002293,Technology,23.988,28.305839999999996
TEC-PH-10001536,Technology,84.95,100.241
TEC-AC-10001772,Technology,111.79,131.9122
TEC-AC-10002402,Technology,191.976,226.53168
TEC-AC-10000927,Technology,71.976,84.93168
TEC-PH-10003931,Technology,107.982,127.41875999999999
TEC-MA-10000488,Technology,3999.95,4719.941
TEC-AC-10001767,Technology,199.95,235.94099999999997
TEC-AC-10002345,Technology,29.0,34.22
TEC-PH-10003645,Technology,1454.49,1716.2982
TEC-AC-10003038,Technology,44.75,52.805
TEC-PH-10002563,Technology,881.93,1040.6773999999998
TEC-PH-10001552,Technology,38.272,45.160959999999996
TEC-PH-10001079,Technology,832.93,982.8573999999999
TEC-PH-10001817,Technology,1145.6,1351.8079999999998
TEC-PH-10001578,Technology,485.94,573.4091999999999
TEC-PH-10002496,Technology,124.792,147.25456
TEC-PH-10001051,Technology,319.968,377.56224
TEC-AC-10001013,Technology,205.03,241.9354
TEC-PH-10004165,Technology,494.982,584.07876
TEC-PH-10004165,Technology,659.976,778.77168
TEC-PH-10001944,Technology,437.85,516.663
TEC-AC-10002049,Technology,371.97,438.9246
TEC-AC-10002253,Technology,166.24,196.1632
TEC-AC-10004145,Technology,499.98,589.9764
TEC-CO-10003763,Technology,1119.984,1321.5811199999998
TEC-AC-10000109,Technology,223.96,264.2728
TEC-PH-10001552,Technology,23.92,28.2256
TEC-PH-10001557,Technology,287.97,339.8046
TEC-PH-10000347,Technology,4.95,5.841
TEC-PH-10001527,Technology,42.95,50.681
TEC-AC-10001838,Technology,1399.93,1651.9174
TEC-PH-10002597,Technology,503.96,594.6727999999999
TEC-AC-10001142,Technology,316.0,372.88
TEC-AC-10001432,Technology,390.75,461.085
TEC-AC-10003095,Technology,389.97,460.1646
TEC-AC-10000358,Technology,265.93,313.7974
TEC-AC-10000358,Technology,113.97,134.4846
TEC-AC-10004864,Technology,36.51,43.081799999999994
TEC-MA-10000597,Technology,239.976,283.17168
TEC-AC-10004353,Technology,252.0,297.35999999999996
TEC-PH-10000141,Technology,211.168,249.17824
TEC-CO-10000971,Technology,479.984,566.3811199999999
TEC-AC-10002637,Technology,1619.91,1911.4938
TEC-AC-10002217,Technology,37.6,44.368
TEC-AC-10001267,Technology,59.9,70.68199999999999
TEC-AC-10002049,Technology,1115.91,1316.7738
TEC-PH-10003555,Technology,128.744,151.91791999999998
TEC-PH-10000702,Technology,79.92,94.3056
TEC-PH-10003072,Technology,359.976,424.77168
TEC-AC-10002842,Technology,595.0,702.0999999999999
TEC-MA-10000112,Technology,2396.4,2827.752
TEC-AC-10004171,Technology,99.99,117.98819999999999
TEC-AC-10002473,Technology,158.928,187.53503999999998
TEC-PH-10001536,Technology,54.368,64.15424
TEC-PH-10004614,Technology,345.0,407.09999999999997
TEC-AC-10002399,Technology,95.1,112.21799999999999
TEC-PH-10001336,Technology,257.98,304.4164
TEC-PH-10000149,Technology,119.7,141.246
TEC-AC-10002399,Technology,57.06,67.3308
TEC-AC-10003038,Technology,71.6,84.48799999999999
TEC-PH-10000576,Technology,136.99,161.6482
TEC-AC-10000682,Technology,82.95,97.881
TEC-PH-10000912,Technology,35.168,41.498239999999996
TEC-PH-10001835,Technology,631.96,745.7128
TEC-PH-10002885,Technology,4548.81,5367.5958
TEC-PH-10000895,Technology,719.96,849.5528
TEC-PH-10000675,Technology,196.776,232.19568
TEC-AC-10000580,Technology,479.94,566.3292
TEC-AC-10003116,Technology,106.5,125.66999999999999
TEC-AC-10003280,Technology,95.968,113.24224
TEC-PH-10003442,Technology,5.5,6.489999999999999
TEC-AC-10002550,Technology,25.488,30.07584
TEC-AC-10000844,Technology,339.96,401.15279999999996
TEC-AC-10003499,Technology,46.32,54.657599999999995
TEC-PH-10000895,Technology,431.976,509.73168
TEC-PH-10002555,Technology,155.37,183.3366
TEC-PH-10002624,Technology,1879.96,2218.3528
TEC-PH-10000369,Technology,705.544,832.5419199999999
TEC-AC-10001590,Technology,50.0,59.0
TEC-AC-10000387,Technology,15.02,17.723599999999998
TEC-AC-10003116,Technology,71.0,83.78
TEC-PH-10000576,Technology,164.388,193.97784
TEC-AC-10004145,Technology,1399.944,1651.93392
TEC-PH-10004833,Technology,155.35,183.313
TEC-PH-10002103,Technology,187.98,221.8164
TEC-PH-10001433,Technology,246.168,290.47823999999997
TEC-PH-10002807,Technology,79.1,93.338
TEC-PH-10002310,Technology,587.97,693.8046
TEC-MA-10003356,Technology,1349.85,1592.8229999999999
TEC-AC-10001635,Technology,24.672,29.112959999999998
TEC-PH-10001300,Technology,67.04,79.1072
TEC-CO-10004722,Technology,11199.968,13215.96224
TEC-PH-10001494,Technology,2399.6,2831.528
TEC-PH-10003800,Technology,52.99,62.5282
TEC-AC-10002399,Technology,60.864,71.81952
TEC-MA-10002210,Technology,652.995,770.5341
TEC-AC-10000927,Technology,29.99,35.3882
TEC-PH-10003092,Technology,36.792,43.41456
TEC-PH-10000215,Technology,104.85,123.72299999999998
TEC-PH-10002834,Technology,1979.89,2336.2702
TEC-AC-10003832,Technology,79.512,93.82415999999999
TEC-AC-10002049,Technology,619.95,731.541
TEC-MA-10002981,Technology,350.973,414.14814
TEC-PH-10003601,Technology,164.99,194.6882
TEC-PH-10002890,Technology,108.576,128.11968
TEC-MA-10003626,Technology,821.3,969.1339999999999
TEC-MA-10002412,Technology,22638.48,26713.4064
TEC-AC-10002323,Technology,132.6,156.468
TEC-MA-10000488,Technology,1919.976,2265.57168
TEC-PH-10004531,Technology,302.376,356.80367999999993
TEC-PH-10000673,Technology,129.98,153.3764
TEC-AC-10000158,Technology,71.98,84.9364
TEC-PH-10002075,Technology,377.97,446.0046
TEC-PH-10003811,Technology,359.97,424.76460000000003
TEC-PH-10003072,Technology,629.958,743.3504399999999
TEC-AC-10001838,Technology,799.96,943.9528
TEC-PH-10002923,Technology,73.98,87.2964
TEC-PH-10003691,Technology,377.97,446.0046
TEC-PH-10001819,Technology,89.98,106.1764
TEC-AC-10004227,Technology,25.98,30.656399999999998
TEC-PH-10002726,Technology,125.976,148.65168
TEC-AC-10004571,Technology,79.992,94.39056
TEC-AC-10004127,Technology,27.168,32.05824
TEC-AC-10003174,Technology,323.37,381.5766
TEC-PH-10002310,Technology,783.96,925.0728
TEC-AC-10002402,Technology,239.97,283.1646
TEC-AC-10003709,Technology,0.99,1.1682
TEC-AC-10003038,Technology,50.12,59.1416
TEC-AC-10003289,Technology,47.976,56.61167999999999
TEC-AC-10003433,Technology,2.376,2.8036799999999995
TEC-PH-10001336,Technology,257.98,304.4164
TEC-PH-10003187,Technology,23.988,28.305839999999996
TEC-PH-10004897,Technology,23.976,28.291679999999996
TEC-PH-10001557,Technology,1075.088,1268.60384
TEC-PH-10000576,Technology,438.368,517.27424
TEC-PH-10000984,Technology,783.96,925.0728
TEC-AC-10004145,Technology,999.96,1179.9528
TEC-PH-10002563,Technology,302.376,356.80367999999993
TEC-PH-10000673,Technology,155.976,184.05167999999998
TEC-MA-10002178,Technology,695.7,820.926
TEC-AC-10000387,Technology,36.048,42.53664
TEC-AC-10003441,Technology,67.8,80.00399999999999
TEC-PH-10004389,Technology,377.97,446.0046
TEC-AC-10000844,Technology,254.97,300.8646
TEC-PH-10001552,Technology,35.88,42.3384
TEC-CO-10000971,Technology,959.968,1132.7622399999998
TEC-CO-10000971,Technology,479.984,566.3811199999999
TEC-PH-10002890,Technology,135.72,160.1496
TEC-PH-10001750,Technology,263.96,311.47279999999995
TEC-PH-10002310,Technology,156.792,185.01456
TEC-PH-10002834,Technology,431.976,509.73168
TEC-AC-10001266,Technology,41.6,49.088
TEC-PH-10000347,Technology,7.92,9.3456
TEC-PH-10001459,Technology,671.984,792.94112
TEC-PH-10000439,Technology,39.99,47.1882
TEC-AC-10004227,Technology,12.99,15.328199999999999
TEC-AC-10003628,Technology,95.968,113.24224
TEC-MA-10004521,Technology,206.991,244.24938
TEC-MA-10000822,Technology,2549.985,3008.9823
TEC-AC-10002842,Technology,666.4,786.352
TEC-PH-10003691,Technology,403.168,475.73823999999996
