order_id,customer_id,order_date,status
104,158.0,2025-10-10,Pending
105,35.0,2025-03-20,Cancelled
106,1.0,2026-08-04,Cancelled
107,166.0,32/13/2025,Pending
108,435.0,2025-09-13,Cancelled
109,119.0,2026-06-05,Cancelled
110,12.0,2025-03-14,Pending
111,455.0,2025-06-21,Pending
112,178.0,2025-11-14,Delivered
113,4.0,2025-03-12,Pending
114,265.0,2024-12-19,Pending
115,287.0,2024-09-27,Cancelled
116,115.0,2024-08-15,Pending
117,327.0,2025-05-23,Delivered
118,157.0,2025-06-29,Cancelled
119,166.0,2026-03-04,Cancelled
120,260.0,2025-07-02,Delivered
121,57.0,2025-11-06,Pending
122,446.0,2024-08-27,Pending
123,299.0,2024-08-16,Pending
124,204.0,2024-11-24,Pending
125,88.0,2025-02-11,Pending
126,417.0,2024-10-24,Delivered
127,296.0,2026-07-07,Cancelled
128,463.0,2026-06-13,Delivered
129,312.0,2026-02-07,Delivered
130,339.0,2025-11-18,Delivered
131,216.0,2024-08-29,Delivered
132,227.0,2025-08-25,Delivered
133,217.0,2026-07-07,Pending
134,409.0,2024-12-15,Pending
135,146.0,2025-07-21,Cancelled
136,176.0,2024-12-04,Pending
137,333.0,32/13/2025,Pending
138,0.0,2025-01-23,Pending
139,147.0,2024-10-02,Pending
140,441.0,2025-11-15,Cancelled
141,215.0,2024-08-10,Delivered
142,6.0,2026-03-29,Delivered
143,5.0,2025-08-03,Cancelled
144,221.0,2025-02-27,Pending
145,12.0,2025-03-11,Delivered
146,496.0,2026-04-14,Delivered
147,441.0,2025-02-26,Cancelled
148,161.0,2025-08-20,Pending
149,372.0,2025-08-02,Cancelled
150,217.0,2026-05-05,Pending
151,66.0,2025-09-06,Pending
152,58.0,2024-09-21,Cancelled
153,496.0,2025-04-30,Pending
154,272.0,2025-01-13,Delivered
155,325.0,2024-08-12,Cancelled
156,400.0,2026-05-06,Pending
157,234.0,2026-04-26,Delivered
158,169.0,2026-06-04,Delivered
159,359.0,2025-02-05,Delivered
160,373.0,2024-09-07,Delivered
161,168.0,2024-09-27,Delivered
162,84.0,2026-01-17,Delivered
163,137.0,2026-07-04,Cancelled
164,423.0,2026-03-23,Pending
165,43.0,2025-12-19,Pending
166,42.0,2025-03-27,Pending
167,282.0,2025-07-20,Cancelled
168,437.0,2025-01-15,Delivered
169,456.0,2025-02-14,Delivered
170,294.0,2024-11-04,Delivered
171,160.0,2025-08-28,Delivered
172,40.0,2024-08-16,Delivered
173,236.0,2025-03-09,Pending
174,456.0,2024-11-28,Cancelled
175,316.0,2024-11-28,Delivered
176,83.0,2026-06-07,Delivered
177,279.0,2026-02-06,Cancelled
178,0.0,2025-05-15,Delivered
179,424.0,2024-09-30,Delivered
180,185.0,2026-02-10,Pending
181,331.0,2024-10-11,Delivered
182,405.0,2025-04-25,Pending
183,48.0,2026-04-07,Delivered
184,415.0,2026-01-31,Cancelled
185,386.0,2026-07-27,Pending
186,498.0,2025-09-04,Delivered
187,393.0,2026-01-08,Pending
188,15.0,2026-07-22,Pending
189,178.0,2026-05-29,Cancelled
190,136.0,2024-11-05,Cancelled
191,33.0,2025-12-02,Cancelled
192,23.0,2026-07-12,Pending
193,322.0,2026-07-20,Delivered
194,343.0,2025-09-14,Delivered
195,219.0,2024-09-15,Pending
196,422.0,2026-02-02,Pending
197,364.0,2025-01-26,Pending
198,308.0,2025-09-26,Pending
199,39.0,2025-08-03,Pending
200,146.0,2025-09-30,Delivered
201,169.0,2024-09-18,Pending
202,10.0,2025-06-28,Cancelled
203,482.0,2025-12-23,Pending
204,281.0,2025-08-21,Pending
205,382.0,2024-12-01,Pending
206,101.0,2025-03-12,Delivered
207,230.0,2024-11-03,Cancelled
208,33.0,2024-10-10,Delivered
209,259.0,2024-12-21,Delivered
210,457.0,2026-01-16,Delivered
211,296.0,2026-06-17,Cancelled
212,211.0,2026-07-24,Delivered
213,419.0,2025-03-19,Cancelled
214,344.0,2025-11-20,Pending
215,2.0,2024-09-18,Pending
216,430.0,2024-08-06,Pending
217,228.0,2026-07-07,Pending
218,86.0,2024-11-13,Cancelled
219,244.0,2024-09-21,Delivered
220,99.0,2026-04-29,Pending
221,37.0,2025-01-19,Delivered
222,212.0,2025-04-24,Pending
223,167.0,2025-10-21,Pending
224,237.0,2025-02-25,Pending
225,211.0,2025-10-29,Cancelled
226,192.0,2025-10-15,Delivered
227,310.0,2025-06-06,Cancelled
228,105.0,2025-05-27,Pending
229,324.0,2024-09-06,Cancelled
230,245.0,2024-12-23,Delivered
231,235.0,2024-09-25,Pending
232,282.0,2024-08-29,Pending
233,380.0,2025-05-03,Pending
234,170.0,2026-06-27,Pending
235,0.0,2026-05-21,Cancelled
236,216.0,2026-04-15,Cancelled
237,416.0,2025-05-22,Cancelled
238,0.0,32/13/2025,Cancelled
239,494.0,2025-02-22,Delivered
240,180.0,2025-07-12,Cancelled
241,414.0,2026-07-23,Cancelled
242,75.0,2024-10-29,Cancelled
243,32.0,2024-09-13,Delivered
244,158.0,2024-12-14,Pending
245,14.0,32/13/2025,Pending
246,334.0,2025-09-01,Delivered
247,406.0,2025-09-17,Pending
248,59.0,2025-10-25,Delivered
249,144.0,2025-04-08,Delivered
250,281.0,2026-01-07,Cancelled
251,448.0,2024-10-26,Delivered
252,133.0,2024-09-27,Pending
253,274.0,2025-09-07,Pending
254,387.0,2026-01-19,Delivered
255,399.0,2026-01-20,Cancelled
256,242.0,2025-01-11,Pending
257,222.0,2026-02-23,Cancelled
258,326.0,2025-07-11,Delivered
259,482.0,2026-03-07,Cancelled
260,0.0,2026-04-28,Pending
261,21.0,2025-11-20,Delivered
262,368.0,2025-02-10,Delivered
263,328.0,2026-05-29,Pending
264,457.0,2026-02-28,Pending
265,77.0,2026-06-15,Delivered
266,425.0,2025-12-31,Delivered
267,123.0,2026-02-05,Cancelled
268,72.0,2026-06-18,Pending
269,213.0,2025-06-03,Delivered
270,281.0,2026-03-17,Delivered
271,418.0,2026-02-16,Delivered
272,390.0,2025-11-05,Cancelled
273,195.0,2025-03-25,Delivered
274,0.0,2026-06-18,Delivered
275,331.0,2025-10-25,Pending
276,148.0,2026-07-18,Cancelled
277,486.0,2025-09-29,Delivered
278,334.0,2025-08-05,Pending
279,496.0,2024-10-14,Pending
280,82.0,2025-08-15,Cancelled
281,301.0,2026-05-08,Delivered
282,480.0,2026-07-22,Pending
283,476.0,2025-06-11,Cancelled
284,208.0,2025-07-18,Pending
285,449.0,2025-08-07,Delivered
286,471.0,2025-08-11,Pending
287,321.0,32/13/2025,Cancelled
288,311.0,2024-08-15,Delivered
289,227.0,2025-09-25,Pending
290,173.0,2025-10-14,Delivered
291,17.0,2025-03-29,Pending
292,302.0,2025-03-19,Cancelled
293,221.0,2025-01-26,Cancelled
294,224.0,2026-06-15,Pending
295,71.0,2025-01-17,Cancelled
296,118.0,2025-05-18,Cancelled
297,72.0,2026-03-24,Delivered
298,57.0,2025-03-01,Cancelled
299,451.0,2025-06-01,Cancelled
300,183.0,2025-05-25,Pending
301,245.0,2025-07-16,Pending
302,162.0,32/13/2025,Pending
303,175.0,2026-06-25,Delivered
304,408.0,2024-08-26,Pending
305,39.0,2025-08-31,Cancelled
306,206.0,2025-03-17,Delivered
307,449.0,2025-10-30,Delivered
308,222.0,2025-12-17,Cancelled
309,162.0,2024-09-15,Cancelled
310,119.0,2026-03-10,Pending
311,483.0,2026-05-03,Delivered
312,217.0,2025-04-22,Delivered
313,12.0,2025-12-19,Cancelled
314,6.0,2025-11-15,Cancelled
315,262.0,2026-06-06,Pending
316,445.0,2025-05-11,Pending
317,233.0,2026-05-11,Delivered
318,46.0,2024-08-25,Pending
319,175.0,2025-08-29,Cancelled
320,431.0,2025-04-11,Delivered
321,476.0,2026-04-04,Pending
322,4.0,2026-06-04,Pending
323,372.0,2024-11-04,Pending
324,114.0,2026-02-28,Delivered
325,411.0,2024-11-15,Delivered
326,409.0,2025-09-08,Delivered
327,313.0,2024-09-27,Pending
328,441.0,2026-05-18,Delivered
329,92.0,2025-02-16,Delivered
330,380.0,2026-07-14,Cancelled
331,182.0,2026-03-18,Cancelled
332,162.0,2026-07-27,Delivered
333,485.0,2024-09-25,Pending
334,215.0,2025-06-28,Delivered
335,500.0,2025-02-20,Delivered
336,185.0,2025-12-14,Cancelled
337,119.0,2025-08-02,Cancelled
338,390.0,2024-08-21,Pending
339,152.0,2024-08-13,Cancelled
340,30.0,2025-03-23,Delivered
341,409.0,2025-04-20,Cancelled
342,247.0,2026-07-24,Pending
343,490.0,2026-04-11,Delivered
344,68.0,2026-06-11,Pending
345,82.0,2026-01-28,Pending
346,225.0,2025-10-29,Delivered
347,364.0,2025-12-29,Pending
348,71.0,2025-08-15,Cancelled
349,496.0,2025-07-10,Delivered
350,133.0,2024-09-21,Pending
351,187.0,2024-09-20,Cancelled
352,0.0,2025-07-12,Pending
353,74.0,2025-05-25,Delivered
354,363.0,2025-07-21,Delivered
355,95.0,2025-01-31,Delivered
356,472.0,2025-12-13,Delivered
357,15.0,2026-06-06,Pending
358,38.0,2026-03-21,Delivered
359,467.0,2025-04-27,Pending
360,286.0,2025-04-25,Pending
361,74.0,2026-04-27,Cancelled
362,112.0,2025-07-17,Cancelled
363,283.0,2025-11-23,Delivered
364,84.0,2025-09-30,Pending
365,155.0,2026-01-03,Cancelled
366,251.0,2026-05-13,Cancelled
367,320.0,2026-04-15,Cancelled
368,293.0,2024-11-22,Pending
369,150.0,2025-08-02,Delivered
370,212.0,2025-07-20,Cancelled
371,265.0,2025-04-24,Delivered
372,151.0,2025-11-10,Delivered
373,347.0,2024-10-31,Cancelled
374,78.0,2025-01-23,Pending
375,414.0,2025-10-13,Delivered
376,340.0,2025-10-07,Pending
377,93.0,2025-11-27,Delivered
378,322.0,32/13/2025,Cancelled
379,300.0,2026-05-23,Cancelled
380,439.0,2026-06-17,Pending
381,261.0,2024-08-25,Pending
382,358.0,2026-05-27,Pending
383,473.0,2026-02-18,Pending
384,7.0,2025-04-20,Delivered
385,431.0,2025-07-17,Cancelled
386,46.0,2024-11-13,Cancelled
387,356.0,2024-10-03,Delivered
388,131.0,2026-01-23,Cancelled
389,124.0,2026-03-29,Cancelled
390,30.0,2026-04-30,Delivered
391,486.0,2026-04-05,Delivered
392,161.0,2024-10-18,Cancelled
393,365.0,2026-02-05,Delivered
394,75.0,2025-11-19,Delivered
395,18.0,2025-07-11,Cancelled
396,90.0,2026-03-02,Delivered
397,314.0,2026-03-15,Pending
398,455.0,2025-06-11,Pending
399,100.0,2025-08-02,Cancelled
400,407.0,2024-08-26,Delivered
401,92.0,2026-01-23,Delivered
402,449.0,2026-05-27,Pending
403,76.0,2025-12-25,Pending
404,57.0,2025-08-15,Pending
405,265.0,2024-12-04,Delivered
406,500.0,2025-12-20,Delivered
407,499.0,32/13/2025,Delivered
408,403.0,2025-08-10,Delivered
409,116.0,2026-05-31,Delivered
410,195.0,2024-08-21,Pending
411,248.0,2026-05-21,Delivered
412,238.0,2025-03-08,Pending
413,151.0,2025-06-17,Pending
414,474.0,2026-04-29,Delivered
415,421.0,2025-10-02,Pending
416,369.0,2025-09-15,Delivered
417,97.0,32/13/2025,Delivered
418,147.0,2024-10-06,Delivered
419,416.0,2024-09-27,Delivered
420,0.0,2024-10-22,Cancelled
421,12.0,2026-05-11,Delivered
422,137.0,2025-06-06,Pending
423,5.0,2026-06-17,Delivered
424,469.0,2025-07-30,Delivered
425,8.0,2025-12-09,Cancelled
426,468.0,2025-10-07,Cancelled
427,317.0,2026-04-29,Pending
428,26.0,2025-04-02,Delivered
429,44.0,2025-02-27,Cancelled
430,317.0,2025-05-12,Pending
431,169.0,2024-09-15,Delivered
432,392.0,2026-01-09,Delivered
433,155.0,2026-05-19,Pending
434,53.0,2025-05-09,Cancelled
435,268.0,2026-01-02,Pending
436,92.0,2025-12-10,Cancelled
437,317.0,2025-12-18,Delivered
438,246.0,2026-01-07,Delivered
439,31.0,2026-06-04,Cancelled
440,35.0,2025-09-22,Cancelled
441,404.0,2025-08-24,Cancelled
442,215.0,2025-01-20,Pending
443,117.0,2024-11-16,Cancelled
444,36.0,2025-01-06,Delivered
445,265.0,2025-01-05,Delivered
446,62.0,2026-01-09,Cancelled
447,479.0,2025-07-25,Pending
448,437.0,2024-08-07,Cancelled
449,66.0,2026-07-01,Delivered
450,356.0,2025-12-16,Delivered
451,322.0,2026-05-28,Delivered
452,80.0,2025-07-08,Pending
453,473.0,2025-05-04,Cancelled
454,315.0,2026-03-09,Delivered
455,312.0,2025-05-09,Cancelled
456,336.0,2025-05-22,Cancelled
457,444.0,2024-11-06,Delivered
458,431.0,2026-02-10,Pending
459,470.0,2025-08-06,Pending
460,319.0,2025-10-05,Delivered
461,261.0,2026-01-02,Delivered
462,492.0,2025-12-27,Pending
463,430.0,2024-12-19,Cancelled
464,358.0,2025-09-20,Cancelled
465,369.0,2025-12-19,Pending
466,101.0,2025-12-06,Cancelled
467,489.0,2025-09-15,Delivered
468,73.0,2024-08-13,Pending
469,427.0,32/13/2025,Cancelled
470,259.0,2025-08-08,Cancelled
471,316.0,2024-10-17,Cancelled
472,367.0,2025-04-18,Pending
473,401.0,2024-09-20,Pending
474,132.0,2026-06-06,Delivered
475,245.0,2026-03-31,Pending
476,93.0,2025-09-08,Delivered
477,81.0,2025-06-19,Pending
478,367.0,2025-02-02,Cancelled
479,23.0,2025-07-22,Pending
480,29.0,2025-06-06,Delivered
481,285.0,2026-04-09,Delivered
482,93.0,2025-08-12,Pending
483,455.0,2025-12-04,Delivered
484,205.0,2025-05-04,Pending
485,395.0,2024-09-15,Delivered
486,385.0,2025-03-03,Delivered
487,255.0,2026-04-13,Pending
488,284.0,2024-12-17,Delivered
489,428.0,2025-07-01,Pending
490,458.0,2026-04-19,Delivered
491,254.0,2026-07-11,Cancelled
492,462.0,2026-06-23,Pending
493,497.0,2025-08-24,Cancelled
494,8.0,2026-01-07,Pending
495,79.0,2026-05-11,Delivered
496,360.0,2026-07-13,Pending
497,256.0,2024-11-30,Cancelled
498,241.0,2024-10-28,Delivered
499,146.0,2025-06-10,Cancelled
500,342.0,2025-10-15,Pending
