product_id,product_name,category,price
191,  laptop  ,Electronics,229.65
192,  laptop  ,Sports,2870.63
193,  laptop  ,Electronics,144.19
194, book ,Clothing,3133.84
195, book ,Electronics,729.71
196,Work,Electronics,1045.13
197, book ,Sports,4610.69
198,PHONE,Books,3811.49
199,Somebody,Electronics,2795.65
200,  laptop  ,Electronics,4584.15
201,Product,Clothing,4064.42
202,  laptop  ,Home,2095.6
203,  laptop  ,Clothing,4475.07
204, book ,Sports,4455.23
205, book ,Sports,846.26
206,Guess,Books,1449.3
207, book ,Home,4610.83
208,Option,Electronics,2557.43
209, book ,Clothing,1347.95
210,PHONE,Sports,3198.27
211, book ,Sports,2937.16
212, book ,Books,3624.79
213,PHONE,Home,1396.68
214,Economy,Clothing,2151.47
215,  laptop  ,Electronics,2849.55
216,  laptop  ,Sports,87.94
217,PHONE,Electronics,3915.38
218,  laptop  ,Clothing,843.69
219,PHONE,Clothing,2645.98
220,PHONE,Clothing,3430.2
221, book ,Home,1792.23
222, book ,Sports,661.12
223,Drive,Electronics,3841.32
224,Much,Electronics,1698.95
225,PHONE,Books,14.1
226,PHONE,Electronics,4501.08
227,Law,Books,4679.38
228, book ,Clothing,4091.58
229, book ,Clothing,1896.56
230, book ,Home,1435.75
231, book ,Home,3666.91
232, book ,Clothing,2678.05
233,PHONE,Sports,2340.23
234,PHONE,Books,1682.28
235,PHONE,Sports,3016.42
236,Process,Books,4315.1
237, book ,Books,2812.79
238,  laptop  ,Electronics,4220.09
239, book ,Home,123.16
240, book ,Sports,3492.05
241, book ,Books,2933.87
242,Month,Electronics,3140.98
243,PHONE,Clothing,855.8
244,  laptop  ,Clothing,4807.06
245,  laptop  ,Home,4581.59
246,  laptop  ,Sports,4705.97
247,  laptop  ,Clothing,710.31
248,PHONE,Electronics,2939.61
249,  laptop  ,Clothing,3904.4
250,  laptop  ,Home,952.21
251, book ,Home,1022.97
252,PHONE,Sports,2271.72
253,PHONE,Clothing,4750.0
254,Summer,Clothing,3658.46
255,  laptop  ,Clothing,1307.05
256,PHONE,Electronics,2939.54
257,Town,Electronics,418.71
258, book ,Sports,293.54
259,PHONE,Clothing,610.05
260,  laptop  ,Sports,1672.53
261, book ,Clothing,123.87
262,Several,Electronics,2188.47
263,Performance,Sports,3152.85
264,PHONE,Clothing,646.78
265,  laptop  ,Home,3219.31
266, book ,Sports,1008.55
267, book ,Sports,2305.37
268, book ,Electronics,3473.06
269,Cause,Books,2267.89
270,Partner,Electronics,1194.31
271,PHONE,Home,1090.09
272,PHONE,Home,1082.2
273, book ,Electronics,4610.43
274,Dinner,Books,4997.73
275,  laptop  ,Electronics,3457.88
276,Consider,Home,1460.39
277,  laptop  ,Sports,3063.79
278, book ,Clothing,3401.52
279,PHONE,Books,3730.71
280,PHONE,Home,1418.29
281,Consider,Sports,578.63
282,PHONE,Sports,953.5
283,PHONE,Clothing,931.67
284,Tonight,Clothing,338.39
285, book ,Books,3011.9
286, book ,Sports,3983.78
287, book ,Sports,1738.36
288,  laptop  ,Sports,3823.99
289, book ,Sports,4037.02
290,  laptop  ,Sports,2551.65
291,Important,Sports,3637.26
292,  laptop  ,Sports,1255.25
293,  laptop  ,Electronics,4266.44
294, book ,Books,1697.81
295, book ,Books,3991.33
296,  laptop  ,Electronics,4643.25
297,Field,Home,1506.59
298,PHONE,Electronics,1107.31
299,Left,Home,4473.63
300,  laptop  ,Sports,894.04
301, book ,Books,147.15
302, book ,Clothing,4740.1
303,  laptop  ,Electronics,1103.94
304,PHONE,Clothing,2219.35
305, book ,Books,2003.18
306,  laptop  ,Home,3751.99
307,  laptop  ,Sports,2943.57
308,Contain,Books,1858.66
309,PHONE,Electronics,1828.61
310,Summer,Electronics,4499.14
311,Ball,Books,421.23
312,PHONE,Electronics,1228.43
313,  laptop  ,Home,89.91
314,PHONE,Home,1991.1
315,PHONE,Books,1686.09
316,Worker,Home,2177.45
317,PHONE,Sports,4728.32
318,  laptop  ,Clothing,1023.19
319, book ,Clothing,4086.57
320,  laptop  ,Clothing,3372.25
321, book ,Clothing,330.23
322,PHONE,Books,2379.68
323,Wife,Clothing,3974.49
324,Nice,Clothing,3575.73
325, book ,Electronics,4184.33
326,Generation,Home,150.17
327, book ,Books,3640.08
328,  laptop  ,Sports,4931.85
329, book ,Clothing,4324.08
330,  laptop  ,Clothing,101.44
331,  laptop  ,Home,1054.31
332,  laptop  ,Clothing,1010.67
333,PHONE,Home,2634.78
334,PHONE,Electronics,3426.15
335,Often,Home,2423.51
336,PHONE,Home,2032.01
337, book ,Clothing,4868.37
338, book ,Electronics,3454.62
339,Various,Clothing,3683.91
340,Particular,Electronics,2667.24
341, book ,Home,468.21
342, book ,Clothing,3259.33
343,Question,Books,4220.19
344,Environment,Electronics,4450.03
345, book ,Electronics,916.29
346,Foot,Home,2721.3
347, book ,Clothing,3278.42
348,PHONE,Sports,94.49
349,  laptop  ,Electronics,718.67
350,Black,Books,3830.37
351,  laptop  ,Clothing,4917.93
352,PHONE,Home,3803.28
353,Help,Home,2487.88
354,PHONE,Electronics,756.64
355,  laptop  ,Books,1111.97
356,PHONE,Home,2760.94
357, book ,Sports,3144.53
358, book ,Clothing,4090.96
359,PHONE,Sports,1166.37
360,Card,Home,3581.14
361,PHONE,Books,3595.53
362,  laptop  ,Home,179.39
363,PHONE,Books,4211.4
364,PHONE,Electronics,832.5
365, book ,Sports,3161.7
366,  laptop  ,Home,4759.64
367,  laptop  ,Home,756.17
368,PHONE,Home,1414.99
369,PHONE,Sports,710.73
370,PHONE,Home,1936.75
371, book ,Books,2327.73
372, book ,Electronics,1420.55
373,  laptop  ,Books,2399.42
374,  laptop  ,Home,2797.78
375,PHONE,Books,235.67
376, book ,Books,541.87
377,Ground,Clothing,2456.65
378, book ,Books,1976.64
379, book ,Sports,1970.76
380, book ,Books,4229.64
381,Must,Clothing,213.34
382, book ,Sports,1139.03
383,Road,Clothing,3664.91
384,PHONE,Sports,2424.32
385, book ,Electronics,1321.76
386,  laptop  ,Books,2126.66
387,  laptop  ,Books,249.56
388, book ,Sports,2077.99
389, book ,Books,3035.48
390,PHONE,Clothing,3806.17
391,PHONE,Sports,1646.28
392,  laptop  ,Electronics,3384.01
393,PHONE,Electronics,4450.16
394,Bring,Electronics,1772.79
395,  laptop  ,Sports,4579.28
396,Marriage,Home,1595.3
397,  laptop  ,Sports,4581.9
398,PHONE,Home,2668.84
399, book ,Clothing,1086.8
400,  laptop  ,Home,3318.56
401, book ,Books,819.17
402,Brother,Clothing,2767.91
403,Here,Clothing,3979.54
404,Less,Clothing,1270.94
405,PHONE,Clothing,2473.72
406,PHONE,Home,4816.88
407, book ,Sports,4172.91
408,  laptop  ,Sports,2339.77
409, book ,Home,615.96
410, book ,Sports,1596.01
411,Response,Clothing,4460.45
412,Thus,Clothing,1855.31
413,  laptop  ,Home,2390.78
414,Physical,Clothing,1366.71
415,PHONE,Sports,2879.81
416, book ,Sports,3630.34
417,  laptop  ,Clothing,412.95
418,PHONE,Home,3453.69
419, book ,Sports,2675.48
420,  laptop  ,Clothing,2915.05
421,  laptop  ,Clothing,1788.12
422,Feel,Sports,1410.77
423,PHONE,Electronics,304.53
424,Rule,Home,1255.1
425,Large,Electronics,2702.22
426,  laptop  ,Home,3628.0
427,PHONE,Sports,2123.45
428,Wonder,Sports,2806.8
429, book ,Home,2554.64
430, book ,Books,920.71
431,  laptop  ,Books,441.73
432,  laptop  ,Clothing,4093.22
433,PHONE,Electronics,4655.15
434,  laptop  ,Electronics,4845.41
435, book ,Sports,3549.38
436, book ,Home,12.73
437, book ,Books,348.33
438,PHONE,Home,784.55
439, book ,Sports,3649.84
440,  laptop  ,Sports,3827.04
441,  laptop  ,Electronics,4444.32
442,  laptop  ,Home,3786.85
443, book ,Sports,1819.21
444,  laptop  ,Clothing,4726.36
445, book ,Home,510.46
446,PHONE,Clothing,2972.38
447,PHONE,Sports,4233.46
448,Here,Electronics,351.57
449,  laptop  ,Electronics,2914.69
450,  laptop  ,Home,844.05
451,Nation,Books,1345.37
452,Cultural,Books,4227.81
453,Growth,Electronics,1358.36
454,PHONE,Clothing,2472.5
455, book ,Clothing,2622.72
456,PHONE,Books,291.45
457,Meet,Electronics,431.23
458, book ,Home,1348.83
459,PHONE,Clothing,3166.86
460, book ,Books,2116.45
461,  laptop  ,Electronics,1566.56
462,PHONE,Books,215.67
463, book ,Electronics,2870.01
464, book ,Books,2440.89
465,PHONE,Electronics,2868.33
466,PHONE,Home,3945.66
467,PHONE,Electronics,1925.35
468,  laptop  ,Books,224.12
469,PHONE,Sports,2797.66
470,PHONE,Books,2981.48
471,Big,Sports,3432.34
472, book ,Books,1177.19
473,  laptop  ,Books,2068.9
474,PHONE,Sports,3256.7
475,  laptop  ,Sports,1723.41
476,PHONE,Home,508.85
477,PHONE,Books,434.27
478,PHONE,Home,772.19
479, book ,Sports,2033.37
480,Hospital,Sports,1919.92
481,PHONE,Sports,4892.17
482,Success,Books,2057.13
483,Understand,Electronics,1864.48
484,  laptop  ,Clothing,4222.09
485,PHONE,Sports,2928.58
486,Instead,Home,1805.66
487, book ,Clothing,497.2
488,PHONE,Sports,4037.71
489,PHONE,Sports,2109.57
490,  laptop  ,Books,3008.31
491,  laptop  ,Home,1348.03
492,On,Clothing,4414.33
493,Huge,Clothing,726.48
494,  laptop  ,Electronics,414.42
495,PHONE,Home,3056.41
496, book ,Sports,410.92
497,Claim,Electronics,2071.8
498, book ,Books,3459.47
499,  laptop  ,Clothing,2472.51
500,PHONE,Clothing,2962.07
